STUDENT_ID,FIELD_OF_STUDY_ID,DEPARTMENT_ID,DEGREE,YEAR,TIME_ID
1064,3,3,2,2,201910
1065,7,6,1,3,201410
1066,5,4,2,2,201410
1067,4,2,1,3,201410
1068,10,8,1,3,201410
1069,1,1,1,2,201810
1070,1,1,2,2,201710
1071,4,2,2,1,201610
1072,9,8,1,1,201810
1073,9,8,2,2,201910
1074,2,2,2,2,201310
1075,5,4,1,3,201410
1076,5,4,2,1,201810
1077,5,4,1,1,201510
1078,2,2,1,2,201610
1079,10,8,1,2,201910
1080,2,2,2,1,201310
1081,5,4,2,1,201310
1082,1,1,2,1,201810
1083,8,7,1,3,201510
1084,9,8,2,1,201710
1085,4,2,2,1,201910
1086,7,6,1,3,202010
1087,6,5,1,2,202010
1088,4,2,2,1,201610
1089,8,7,2,2,201710
1090,4,2,1,1,201810
1091,1,1,2,2,201910
1092,6,5,1,3,201810
1093,1,1,1,3,201710
1094,9,8,1,2,201310
1095,4,2,1,2,201910
1096,2,2,2,1,201710
1097,3,3,1,1,201910
1098,9,8,1,1,201910
1099,1,1,1,1,201410
1100,2,2,1,3,201710
1101,6,5,2,1,201610
1102,9,8,1,1,201710
1103,8,7,1,3,201810
1104,5,4,2,1,201310
1105,4,2,2,1,202010
1106,10,8,1,1,201510
1107,9,8,1,2,201710
1108,7,6,2,1,201610
1109,10,8,1,1,202010
1110,7,6,1,1,201910
1111,8,7,2,1,201710
1112,8,7,2,2,201710
1113,2,2,1,3,201310
1114,6,5,2,1,201710
1115,4,2,2,2,201510
1116,9,8,1,3,201810
1117,3,3,1,3,202010
1118,7,6,1,1,201910
1119,3,3,1,1,201310
1120,6,5,1,2,201310
1121,9,8,2,2,201710
1122,1,1,2,2,201810
1123,10,8,2,2,201610
1124,2,2,2,1,201310
1125,5,4,2,1,201710
1126,1,1,1,1,201410
1127,1,1,1,2,201610
1128,8,7,2,2,201710
1129,10,8,2,1,201310
1130,9,8,1,3,201510
1131,3,3,2,2,201710
1132,10,8,2,1,202010
1133,1,1,2,1,201810
1134,6,5,1,3,201810
1135,9,8,1,1,201710
1136,2,2,2,1,201810
1137,6,5,1,1,201310
1138,10,8,1,3,201810
1139,7,6,2,1,201710
1140,7,6,1,1,202010
1141,2,2,1,2,201510
1142,3,3,2,1,201510
1143,3,3,1,3,201810
1144,9,8,2,1,201510
1145,8,7,2,2,202010
1146,1,1,1,3,201810
1147,5,4,1,1,201810
1148,8,7,1,2,201610
1149,1,1,2,2,201910
1150,7,6,1,1,201710
1151,3,3,2,2,201710
1152,9,8,2,2,201810
1153,1,1,2,1,201710
1154,5,4,1,3,201810
1155,5,4,2,1,201410
1156,3,3,1,1,201810
1157,10,8,1,2,201810
1158,1,1,1,2,201510
1159,10,8,2,1,201510
1160,1,1,2,2,201910
1161,5,4,1,3,201910
1162,7,6,1,1,201310
1163,4,2,1,2,201710
1164,5,4,2,1,201510
1165,9,8,2,1,201810
1166,5,4,1,1,201610
1167,10,8,2,2,201710
1168,6,5,1,3,201710
1169,3,3,2,1,201310
1170,5,4,2,1,202010
1171,9,8,1,2,202010
1172,6,5,1,3,201710
1173,10,8,1,2,201810
1174,1,1,2,1,201410
1175,4,2,2,1,201510
1176,3,3,1,1,201510
1177,4,2,2,2,201410
1178,8,7,2,2,201810
1179,1,1,2,2,202010
1180,2,2,1,3,201610
1181,2,2,2,2,202010
1182,8,7,2,2,201810
1183,10,8,1,1,201310
1184,9,8,2,2,201610
1185,9,8,1,2,201810
1186,10,8,2,1,201410
1187,6,5,1,1,201510
1188,5,4,2,2,201510
1189,3,3,1,1,201510
1190,3,3,2,1,202010
1191,6,5,1,3,201610
1192,2,2,1,2,201610
1193,10,8,2,1,201810
1194,9,8,1,1,201910
1195,8,7,2,2,201710
1196,2,2,1,2,201810
1197,8,7,2,2,201710
1198,2,2,1,1,201410
1199,3,3,2,2,202010
1200,7,6,2,1,201710
1201,4,2,1,2,201510
1202,6,5,1,1,201810
1203,10,8,2,2,202010
1204,2,2,2,2,201310
1205,5,4,1,1,201410
1206,8,7,2,2,201910
1207,5,4,2,2,201910
1208,10,8,2,1,201510
1209,10,8,2,2,201610
1210,7,6,2,1,201810
1211,5,4,2,2,201710
1212,10,8,2,2,201910
1213,3,3,1,1,201610
1214,5,4,2,1,201410
1215,7,6,1,2,201410
1216,1,1,1,1,201510
1217,9,8,1,2,201410
1218,8,7,1,1,201610
1219,8,7,1,2,202010
1220,6,5,2,1,201510
1221,8,7,2,1,201510
1222,5,4,1,2,202010
1223,8,7,1,3,201510
1224,10,8,1,2,201910
1225,4,2,2,2,201610
1226,9,8,1,2,201510
1227,7,6,2,2,201410
1228,6,5,1,3,202010
1229,2,2,1,2,201610
1230,8,7,2,1,201510
1231,9,8,1,3,201710
1232,9,8,1,3,201810
1233,9,8,2,2,202010
1234,6,5,2,2,201910
1235,5,4,1,1,201610
1236,7,6,2,2,201710
1237,9,8,1,2,201510
1238,5,4,2,2,201310
1239,9,8,2,1,201910
1240,1,1,1,3,201810
1241,3,3,1,3,201710
1242,1,1,2,1,201610
1243,6,5,2,2,201910
1244,5,4,1,1,201810
1245,9,8,2,2,201910
1246,9,8,2,2,201810
1247,2,2,2,1,201810
1248,1,1,2,1,202010
1249,5,4,1,2,201910
1250,1,1,2,1,201910
1251,7,6,2,2,202010
1252,7,6,1,2,201810
1253,2,2,1,2,201310
1254,6,5,1,2,201810
1255,7,6,1,1,201710
1256,9,8,2,1,201310
1257,3,3,2,1,201510
1258,6,5,2,2,201310
1259,3,3,1,3,202010
1260,2,2,1,2,201910
1261,9,8,2,2,201410
1262,6,5,1,1,202010
1263,5,4,2,2,201910
1264,8,7,1,3,201310
1265,1,1,1,3,201710
1266,8,7,2,2,201910
1267,1,1,1,2,201810
1268,2,2,2,2,201910
1269,7,6,2,2,201510
1270,2,2,1,1,201610
1271,2,2,2,1,201510
1272,9,8,2,2,201910
1273,10,8,2,2,201710
1274,3,3,1,2,201810
1275,7,6,1,1,201310
1276,4,2,1,2,202010
1277,9,8,1,3,201910
1278,4,2,2,1,201910
1279,7,6,1,3,201410
1280,5,4,2,1,201510
1281,7,6,1,1,201910
1282,9,8,2,1,202010
1283,8,7,1,1,201810
1284,8,7,1,1,201310
1285,3,3,2,2,201710
1286,9,8,2,1,201610
1287,3,3,2,2,201310
1288,6,5,2,2,202010
1289,5,4,1,2,202010
1290,3,3,2,1,201410
1291,5,4,2,1,201310
1292,8,7,1,1,201610
1293,2,2,2,2,201810
1294,2,2,1,3,201810
1295,2,2,2,2,201810
1296,6,5,2,2,201910
1297,2,2,2,2,201910
1298,4,2,2,2,201610
1299,3,3,1,1,201310
1300,3,3,1,2,202010
1301,4,2,1,3,202010
1302,4,2,2,1,201710
1303,10,8,2,1,201810
1304,4,2,2,2,201810
1305,8,7,1,2,201810
1306,8,7,2,2,201610
1307,10,8,1,1,201310
1308,4,2,2,2,202010
1309,7,6,2,2,201810
1310,4,2,2,1,202010
1311,6,5,1,2,201810
1312,1,1,1,1,201910
1313,8,7,1,3,201710
1314,4,2,2,1,202010
1315,9,8,1,3,201810
1316,6,5,1,3,201810
1317,4,2,2,1,201410
1318,7,6,1,1,201310
1319,2,2,1,3,201710
1320,1,1,1,2,201710
1321,10,8,2,1,202010
1322,2,2,2,2,201910
1323,2,2,1,1,201410
1324,4,2,1,2,201610
1325,7,6,2,1,201710
1326,5,4,2,2,201610
1327,1,1,2,1,201910
1328,1,1,1,2,202010
1329,7,6,1,2,201310
1330,3,3,1,3,202010
1331,2,2,2,2,201410
1332,4,2,2,1,201610
1333,7,6,1,1,202010
1334,4,2,1,2,201410
1335,7,6,1,3,202010
1336,9,8,2,1,201810
1337,3,3,2,2,201810
1338,4,2,1,2,201710
1339,5,4,2,2,201710
1340,7,6,2,1,201610
1341,9,8,2,1,201510
1342,6,5,1,2,201710
1343,5,4,2,1,201710
1344,1,1,1,3,201510
1345,7,6,2,2,202010
1346,1,1,1,2,201610
1347,9,8,2,1,201610
1348,3,3,2,1,201510
1349,5,4,1,3,201310
1350,8,7,2,2,201410
1351,6,5,1,1,201510
1352,4,2,1,1,201610
1353,4,2,2,2,202010
1354,6,5,2,1,201510
1355,3,3,1,2,201710
1356,1,1,1,1,201710
1357,4,2,1,1,201410
1358,1,1,2,1,201410
1359,10,8,1,3,202010
1360,6,5,2,1,201810
1361,9,8,1,2,202010
1362,2,2,1,2,201710
1363,6,5,1,2,201810
1364,8,7,2,2,201610
1365,9,8,2,1,201810
1366,6,5,1,1,201510
1367,10,8,1,1,202010
1368,2,2,1,1,201510
1369,2,2,2,2,201410
1370,6,5,1,1,201810
1371,9,8,1,3,202010
1372,10,8,2,1,201910
1373,6,5,1,2,201310
1374,7,6,1,3,201610
1375,1,1,1,3,201410
1376,4,2,1,3,201510
1377,8,7,1,3,202010
1378,5,4,1,1,201810
1379,5,4,1,1,201310
1380,3,3,2,2,201410
1381,9,8,2,1,201310
1382,5,4,1,1,202010
1383,3,3,2,1,201610
1384,1,1,1,1,201410
1385,7,6,2,2,201910
1386,8,7,2,1,201910
1387,8,7,2,1,201810
1388,6,5,1,1,201610
1389,5,4,2,1,201910
1390,7,6,2,2,201710
1391,2,2,1,3,201410
1392,3,3,2,1,201810
1393,9,8,1,3,201710
1394,6,5,1,2,201410
1395,8,7,2,2,201910
1396,4,2,1,3,201810
1397,1,1,1,3,202010
1398,1,1,2,2,201810
1399,1,1,2,2,201510
1400,5,4,1,3,201410
1401,6,5,1,2,201410
1402,8,7,2,1,201610
1403,5,4,1,3,201310
1404,5,4,2,2,201510
1405,10,8,1,3,201710
1406,4,2,2,1,201410
1407,8,7,2,2,201810
1408,1,1,1,2,201510
1409,7,6,1,1,201710
1410,2,2,2,1,201610
1411,4,2,1,2,201310
1412,7,6,1,3,201710
1413,5,4,1,3,201910
1414,5,4,1,3,201310
1415,9,8,2,2,201410
1416,3,3,1,1,201510
1417,10,8,2,1,201810
1418,4,2,1,1,201410
1419,4,2,2,2,201510
1420,6,5,2,2,202010
1421,4,2,2,2,201810
1422,8,7,1,2,201510
1423,2,2,1,2,201510
1424,10,8,2,2,201910
1425,6,5,1,3,201710
1426,1,1,2,2,201310
1427,5,4,2,2,201410
1428,4,2,2,1,201410
1429,4,2,2,2,201510
1430,6,5,2,2,201910
1431,8,7,2,1,201710
1432,8,7,2,2,201510
1433,3,3,2,1,201610
1434,3,3,1,2,201810
1435,6,5,2,1,201510
1436,2,2,2,1,201910
1437,9,8,1,1,201410
1438,4,2,1,3,201910
1439,7,6,1,2,201610
1440,8,7,2,1,201810
1441,4,2,1,3,201510
1442,2,2,1,2,201910
1443,10,8,2,1,201910
1444,8,7,2,2,201810
1445,8,7,1,1,201310
1446,3,3,1,2,201610
1447,10,8,1,2,201410
1448,5,4,2,1,201910
1449,7,6,1,1,201510
1450,7,6,2,2,201710
1451,4,2,1,1,201410
1452,7,6,2,1,201410
1453,4,2,2,1,201610
1454,9,8,2,1,201910
1455,1,1,2,2,201810
1456,10,8,1,3,201310
1457,10,8,2,2,201710
1458,7,6,1,1,201710
1459,10,8,1,1,201710
1460,9,8,2,1,201710
1461,5,4,2,2,202010
1462,9,8,2,2,201510
1463,4,2,2,1,202010
1464,2,2,2,2,201310
1465,3,3,1,2,201610
1466,1,1,1,3,201710
1467,8,7,1,1,201810
1468,9,8,1,1,201910
1469,3,3,2,1,201910
1470,2,2,1,3,201410
1471,4,2,2,2,201510
1472,9,8,1,3,201610
1473,3,3,1,3,201710
1474,2,2,1,3,201610
1475,9,8,2,2,201710
1476,2,2,2,2,201710
1477,6,5,1,1,201310
1478,4,2,1,2,201710
1479,9,8,1,2,201710
1480,5,4,2,2,201410
1481,10,8,2,2,201810
1482,5,4,1,3,201610
1483,3,3,1,2,201310
1484,9,8,1,3,202010
1485,2,2,2,2,201410
1486,8,7,2,1,201810
1487,6,5,1,3,201910
1488,2,2,1,1,202010
1489,2,2,1,1,201410
1490,5,4,2,2,201410
1491,4,2,1,3,201710
1492,3,3,2,1,201610
1493,5,4,1,3,201710
1494,8,7,1,3,201610
1495,8,7,1,2,201510
1496,3,3,2,2,201910
1497,5,4,2,2,201510
1498,7,6,2,2,201710
1499,6,5,2,2,201810
1500,1,1,1,3,201710
1501,1,1,1,2,202010
1502,1,1,2,1,201810
1503,6,5,1,2,201510
1504,5,4,1,1,201610
1505,9,8,2,1,201410
1506,7,6,2,1,202010
1507,1,1,2,1,201310
1508,6,5,2,2,202010
1509,7,6,1,1,201410
1510,9,8,2,1,201710
1511,3,3,1,2,201710
1512,2,2,1,3,201410
1513,6,5,1,3,201410
1514,10,8,1,2,201310
1515,10,8,2,1,202010
1516,4,2,1,2,201710
1517,9,8,2,2,202010
1518,8,7,2,1,202010
1519,10,8,2,2,201910
1520,5,4,1,3,202010
1521,10,8,1,1,201510
1522,4,2,2,1,201710
1523,8,7,2,1,201810
1524,4,2,2,1,201310
1525,8,7,1,2,201610
1526,8,7,2,1,201810
1527,5,4,2,2,201410
1528,6,5,1,2,201310
1529,7,6,1,2,201610
1530,7,6,2,2,202010
1531,10,8,1,2,202010
1532,3,3,1,3,201710
1533,10,8,1,1,201810
1534,10,8,2,1,201810
1535,10,8,2,1,201910
1536,5,4,2,1,201810
1537,7,6,2,1,202010
1538,3,3,2,2,202010
1539,5,4,1,3,201610
1540,2,2,1,1,201910
1541,6,5,1,3,201810
1542,10,8,1,1,201310
1543,5,4,2,2,201810
1544,1,1,2,1,201910
1545,6,5,1,3,201510
1546,4,2,2,2,202010
1547,9,8,1,3,201710
1548,4,2,2,2,202010
1549,2,2,1,2,201510
1550,7,6,2,2,201810
1551,5,4,2,1,201710
1552,6,5,1,1,201310
1553,5,4,1,2,201410
1554,6,5,1,2,201310
1555,7,6,2,2,201910
1556,1,1,1,2,201610
1557,4,2,2,1,201710
1558,4,2,2,1,201910
1559,5,4,1,2,201510
1560,8,7,1,1,201810
1561,5,4,1,2,201410
1562,10,8,1,3,201610
1563,7,6,2,1,201810
1564,6,5,2,2,201810
1565,2,2,2,1,201610
1566,4,2,1,1,201610
1567,3,3,1,3,201410
1568,10,8,2,2,201410
1569,6,5,1,1,201410
1570,9,8,1,2,201310
1571,2,2,1,1,202010
1572,5,4,1,2,201810
1573,7,6,2,2,201510
1574,4,2,1,1,201410
1575,5,4,2,1,201310
1576,10,8,2,1,201610
1577,9,8,2,2,201710
1578,10,8,2,1,201510
1579,7,6,2,2,201910
1580,2,2,1,2,202010
1581,4,2,1,2,201710
1582,2,2,1,2,201710
1583,2,2,2,1,201410
1584,3,3,1,1,201710
1585,5,4,2,2,202010
1586,5,4,1,3,201510
1587,2,2,1,2,201810
1588,4,2,2,2,202010
1589,2,2,2,2,201510
1590,10,8,2,2,201510
1591,6,5,1,1,201410
1592,9,8,2,2,202010
1593,3,3,1,3,201410
1594,9,8,1,2,201310
1595,1,1,1,1,201710
1596,3,3,2,1,201910
1597,7,6,2,2,201710
1598,2,2,1,3,201910
1599,3,3,2,1,201510
1600,7,6,1,2,201410
1601,10,8,2,2,201410
1602,5,4,2,2,201710
1603,4,2,2,1,201910
1604,8,7,2,1,201410
1605,4,2,2,1,201910
1606,9,8,2,1,201910
1607,5,4,1,2,201910
1608,7,6,2,2,201410
1609,6,5,1,3,201510
1610,2,2,1,1,201510
1611,3,3,2,2,201610
1612,4,2,2,1,202010
1613,3,3,1,1,201710
1614,8,7,2,1,201710
1615,6,5,2,1,201710
1616,3,3,1,3,201410
1617,3,3,2,2,201410
1618,8,7,1,2,201810
1619,1,1,2,2,201810
1620,9,8,2,2,201810
1621,1,1,1,3,201810
1622,10,8,2,1,201810
1623,10,8,2,1,201510
1624,9,8,1,3,201910
1625,7,6,2,1,201610
1626,10,8,2,1,201610
1627,8,7,2,2,201810
1628,1,1,2,1,201810
1629,10,8,1,2,201410
1630,10,8,2,2,201810
1631,7,6,2,2,201310
1632,9,8,1,3,201510
1633,5,4,1,3,201310
1634,8,7,2,2,201410
1635,6,5,2,2,202010
1636,7,6,2,1,201810
1637,8,7,2,1,201910
1638,8,7,1,2,201710
1639,5,4,1,2,201410
1640,3,3,2,1,201410
1641,2,2,1,2,201910
1642,1,1,2,1,201610
1643,5,4,1,2,201810
1644,2,2,2,1,201710
1645,10,8,1,2,201610
1646,8,7,1,3,201710
1647,4,2,1,3,201910
1648,9,8,2,2,202010
1649,5,4,2,1,201510
1650,1,1,2,1,201810
1651,3,3,2,1,201410
1652,4,2,1,3,201810
1653,1,1,1,1,201810
1654,7,6,2,1,201310
1655,8,7,2,2,201810
1656,6,5,1,2,201410
1657,10,8,2,1,201310
1658,5,4,1,1,201610
1659,3,3,2,2,201510
1660,5,4,2,2,201410
1661,6,5,2,2,202010
1662,3,3,2,2,201810
1663,5,4,1,2,201510
1664,2,2,2,1,201410
1665,8,7,2,2,201610
1666,9,8,1,3,201910
1667,8,7,2,2,201610
1668,9,8,2,2,201510
1669,6,5,1,2,201810
1670,8,7,2,2,201310
1671,5,4,2,2,201910
1672,6,5,2,1,201810
1673,8,7,2,1,201310
1674,6,5,2,2,201510
1675,6,5,2,2,201910
1676,3,3,2,2,201310
1677,4,2,1,1,201610
1678,10,8,2,1,201310
1679,7,6,2,2,202010
1680,1,1,1,1,201610
1681,9,8,1,1,201510
1682,5,4,1,3,201610
1683,2,2,1,3,201810
1684,9,8,2,1,201310
1685,7,6,1,1,201910
1686,4,2,1,2,202010
1687,2,2,1,2,202010
1688,3,3,1,2,202010
1689,7,6,2,2,201310
1690,1,1,2,1,201810
1691,10,8,2,1,202010
1692,1,1,1,3,201710
1693,9,8,2,1,201510
1694,7,6,1,3,202010
1695,3,3,1,1,201710
1696,3,3,2,1,201810
1697,9,8,2,1,201810
1698,8,7,1,1,201510
1699,2,2,2,1,201810
1700,3,3,2,2,201310
1701,8,7,2,2,202010
1702,6,5,2,2,201410
1703,9,8,2,2,201710
1704,8,7,1,3,201410
1705,4,2,2,2,202010
1706,1,1,1,1,201710
1707,8,7,1,2,201410
1708,2,2,2,2,201310
1709,2,2,1,3,201510
1710,9,8,1,2,201710
1711,9,8,1,2,202010
1712,4,2,1,3,201410
1713,4,2,1,1,201610
1714,3,3,2,1,202010
1715,9,8,1,1,201810
1716,3,3,1,1,201410
1717,10,8,2,2,201710
1718,6,5,1,2,201510
1719,8,7,2,1,201510
1720,6,5,2,1,201710
1721,3,3,1,1,201510
1722,7,6,2,1,201410
1723,8,7,2,2,201710
1724,5,4,1,3,202010
1725,6,5,1,3,201810
1726,3,3,1,2,201310
1727,6,5,1,1,201310
1728,1,1,1,3,201610
1729,6,5,2,1,201310
1730,7,6,2,2,201910
1731,10,8,2,1,201910
1732,4,2,1,1,201310
1733,9,8,2,2,201310
1734,9,8,1,1,201610
1735,2,2,1,1,201710
1736,9,8,2,1,201510
1737,2,2,2,2,201810
1738,5,4,2,1,201510
1739,6,5,2,1,201810
1740,2,2,1,1,201910
1741,5,4,1,1,201310
1742,10,8,2,1,201910
1743,9,8,1,2,201710
1744,4,2,1,3,201810
1745,6,5,1,3,202010
1746,2,2,1,3,201310
1747,8,7,2,2,201710
1748,4,2,1,1,201310
1749,5,4,2,1,201910
1750,7,6,1,1,201810
1751,2,2,1,3,201810
1752,1,1,2,2,201810
1753,5,4,1,2,202010
1754,3,3,1,2,201310
1755,1,1,2,1,201510
1756,10,8,2,2,201610
1757,9,8,2,1,201310
1758,8,7,2,2,201710
1759,7,6,2,2,201610
1760,2,2,1,1,201910
1761,3,3,1,1,202010
1762,10,8,2,1,201710
1763,4,2,1,3,201510
1764,1,1,2,1,201410
1765,6,5,2,2,202010
1766,4,2,2,2,201510
1767,3,3,1,1,201410
1768,3,3,2,1,201310
1769,6,5,1,1,201710
1770,8,7,2,2,201710
1771,10,8,2,1,201310
1772,5,4,1,2,201410
1773,2,2,2,1,201910
1774,10,8,2,1,201610
1775,3,3,1,1,201410
1776,10,8,1,3,201510
1777,6,5,2,2,201710
1778,7,6,1,2,201910
1779,5,4,1,1,201910
1780,7,6,1,2,201410
1781,2,2,2,1,201810
1782,5,4,2,2,202010
1783,6,5,2,1,201410
1784,6,5,1,2,201610
1785,3,3,1,3,201410
1786,7,6,1,2,201410
1787,6,5,1,3,201710
1788,6,5,1,2,201410
1789,6,5,2,1,202010
1790,3,3,2,2,201510
1791,10,8,1,3,201810
1792,2,2,1,2,201710
1793,6,5,2,1,201410
1794,7,6,1,2,201710
1795,10,8,1,1,201610
1796,4,2,1,3,201810
1797,7,6,1,3,201610
1798,3,3,1,2,201410
1799,1,1,2,1,201810
1800,6,5,1,1,201810
1801,5,4,1,3,201710
1802,3,3,1,1,201510
1803,9,8,2,1,201410
1804,7,6,1,3,202010
1805,6,5,1,1,201510
1806,9,8,2,2,201710
1807,6,5,2,2,201610
1808,10,8,2,2,201810
1809,4,2,2,1,201410
1810,4,2,1,2,201410
1811,6,5,2,1,201710
1812,5,4,2,2,201710
1813,4,2,1,2,201410
1814,10,8,2,2,201910
1815,8,7,1,3,201310
1816,2,2,2,2,201310
1817,10,8,2,1,201310
1818,7,6,2,1,202010
1819,9,8,1,3,201710
1820,10,8,1,1,201910
1821,5,4,1,2,201710
1822,2,2,1,3,202010
1823,6,5,2,2,201310
1824,4,2,1,1,201810
1825,1,1,1,1,201410
1826,9,8,2,2,201510
1827,5,4,1,2,202010
1828,3,3,1,2,202010
1829,1,1,1,1,201510
1830,6,5,2,1,201910
1831,4,2,1,3,201810
1832,4,2,2,1,201310
1833,7,6,1,2,201910
1834,1,1,2,2,201310
1835,3,3,1,1,201710
1836,4,2,1,2,201710
1837,5,4,1,3,202010
1838,2,2,1,3,201410
1839,1,1,1,2,201410
1840,7,6,2,1,201810
1841,3,3,2,2,201910
1842,6,5,1,1,201910
1843,4,2,2,2,201610
1844,5,4,1,1,201310
1845,9,8,1,3,201310
1846,8,7,1,2,201610
1847,8,7,2,2,201710
1848,1,1,1,3,201710
1849,6,5,2,1,201810
1850,8,7,2,2,201410
1851,3,3,1,2,201510
1852,1,1,2,2,201410
1853,3,3,1,1,201310
1854,9,8,1,3,201410
1855,9,8,2,1,201810
1856,5,4,1,2,201710
1857,9,8,2,1,201910
1858,5,4,1,3,201410
1859,4,2,1,1,201910
1860,3,3,1,3,201710
1861,6,5,1,3,201610
1862,2,2,1,1,201410
1863,6,5,1,1,201710
1864,8,7,2,1,201510
1865,3,3,2,1,201610
1866,9,8,2,2,201710
1867,10,8,2,1,201510
1868,3,3,1,2,201410
1869,3,3,2,1,201710
1870,9,8,1,3,201410
1871,2,2,1,3,201310
1872,1,1,1,3,201610
1873,3,3,2,2,201510
1874,9,8,2,2,201910
1875,1,1,1,1,201710
1876,7,6,2,2,202010
1877,6,5,1,2,201910
1878,7,6,2,1,201610
1879,3,3,2,1,201910
1880,10,8,1,3,201310
1881,6,5,2,1,201810
1882,8,7,1,1,202010
1883,2,2,2,1,201910
1884,9,8,2,2,201810
1885,10,8,2,2,201310
1886,9,8,2,1,201810
1887,3,3,2,1,201610
1888,1,1,2,2,201910
1889,9,8,1,3,201510
1890,7,6,1,2,201810
1891,8,7,1,2,201510
1892,9,8,1,1,201710
1893,9,8,2,2,202010
1894,9,8,1,1,201610
1895,8,7,1,1,201910
1896,3,3,1,3,202010
1897,10,8,1,3,202010
1898,10,8,1,1,201410
1899,10,8,2,2,201310
1900,7,6,2,1,201510
1901,3,3,2,1,201410
1902,10,8,1,1,201910
1903,6,5,1,1,201610
1904,3,3,2,1,201410
1905,5,4,1,1,201610
1906,5,4,1,3,201510
1907,7,6,2,1,201710
1908,8,7,1,2,201510
1909,5,4,2,1,201510
1910,1,1,2,2,201710
1911,1,1,1,1,201310
1912,2,2,2,2,201510
1913,6,5,1,3,201910
1914,10,8,1,3,201810
1915,5,4,1,2,201810
1916,6,5,1,1,201410
1917,4,2,1,2,201910
1918,8,7,2,2,201510
1919,4,2,2,1,201810
1920,3,3,1,1,201610
1921,10,8,2,2,201410
1922,4,2,1,2,201410
1923,9,8,2,1,201610
1924,3,3,1,1,201910
1925,5,4,1,2,202010
1926,8,7,1,1,201510
1927,7,6,1,2,201910
1928,4,2,1,1,201910
1929,5,4,1,3,201910
1930,10,8,1,2,201510
1931,4,2,2,1,201810
1932,5,4,1,2,201910
1933,10,8,1,1,201510
1934,7,6,1,2,201510
1935,4,2,1,3,201410
1936,7,6,2,1,201610
1937,1,1,2,1,201410
1938,6,5,2,2,201810
1939,8,7,1,3,201410
1940,1,1,1,3,201310
1941,2,2,1,1,201810
1942,10,8,1,2,201410
1943,10,8,1,1,202010
1944,2,2,2,2,201310
1945,10,8,2,1,202010
1946,6,5,1,2,201510
1947,9,8,1,3,201310
1948,5,4,2,2,201610
1949,9,8,1,2,201710
1950,5,4,2,2,201410
1951,3,3,1,3,201310
1952,4,2,1,1,201910
1953,2,2,2,1,201610
1954,9,8,1,2,201810
1955,3,3,1,3,201410
1956,8,7,1,1,201910
1957,9,8,1,3,201710
1958,2,2,2,2,201910
1959,4,2,2,1,201910
1960,8,7,2,1,201310
1961,10,8,2,1,201310
1962,4,2,1,1,201510
1963,10,8,1,1,202010
1964,9,8,1,3,201410
1965,8,7,2,1,201910
1966,7,6,2,1,202010
1967,5,4,1,1,201610
1968,5,4,2,1,201710
1969,8,7,1,3,201910
1970,3,3,1,1,201410
1971,8,7,1,2,201910
1972,3,3,2,2,201510
1973,10,8,1,2,201310
1974,7,6,1,3,201910
1975,9,8,2,1,202010
1976,3,3,2,2,201910
1977,3,3,1,2,201310
1978,2,2,1,1,201710
1979,7,6,1,3,201910
1980,5,4,1,3,201310
1981,9,8,1,2,201410
1982,2,2,2,1,201710
1983,7,6,1,1,201510
1984,6,5,1,1,201510
1985,1,1,1,2,202010
1986,1,1,2,1,202010
1987,4,2,1,1,201710
1988,6,5,2,1,201710
1989,6,5,2,1,201410
1990,5,4,1,1,201510
1991,2,2,1,1,201710
1992,4,2,2,1,201410
1993,4,2,2,1,201710
1994,3,3,1,2,201610
1995,8,7,1,1,201710
1996,4,2,1,1,201910
1997,1,1,2,2,201910
1998,2,2,2,2,201510
1999,5,4,2,1,201510
2000,4,2,2,1,201410
2001,6,5,2,2,201810
2002,3,3,1,2,201910
2003,8,7,1,1,201410
2004,8,7,1,3,201310
2005,5,4,1,2,201910
2006,3,3,2,2,201710
2007,4,2,1,3,201410
2008,4,2,2,2,202010
2009,5,4,1,2,201610
2010,2,2,2,2,202010
2011,7,6,1,1,202010
2012,6,5,1,3,202010
2013,4,2,1,2,201310
2014,3,3,2,2,201710
2015,2,2,2,2,202010
2016,7,6,2,1,201810
2017,10,8,1,2,201710
2018,3,3,1,1,201310
2019,6,5,2,2,201910
2020,6,5,2,2,201710
2021,5,4,1,2,201510
2022,3,3,2,1,201610
2023,1,1,1,1,201710
2024,10,8,2,2,201610
2025,7,6,1,3,201510
2026,9,8,2,2,201910
2027,5,4,1,1,201510
2028,3,3,2,2,202010
2029,3,3,1,1,201910
2030,10,8,1,1,202010
2031,10,8,1,3,201610
2032,4,2,2,2,201510
2033,8,7,2,1,201710
2034,10,8,1,1,201710
2035,4,2,2,1,201910
2036,4,2,2,1,201310
2037,3,3,1,2,201810
2038,7,6,2,2,201510
2039,8,7,1,2,201710
2040,9,8,1,2,201310
2041,3,3,2,2,201510
2042,6,5,1,2,201710
2043,3,3,1,1,201510
2044,4,2,2,1,202010
2045,10,8,2,1,201410
2046,10,8,2,2,201910
2047,4,2,2,2,201810
2048,9,8,1,1,201910
2049,3,3,2,1,201310
2050,4,2,2,2,201810
2051,1,1,2,1,201910
2052,1,1,1,2,201910
2053,10,8,2,2,201810
2054,7,6,1,3,201510
2055,2,2,1,3,201410
2056,7,6,1,1,201910
2057,2,2,2,1,201910
2058,4,2,1,3,201810
2059,9,8,2,2,202010
